Source_ID,H2,CH4,C2H6,C2H4,C2H2,Type,Source,Fault_Type,R1,R2,R4,R5
2655,-0.2594160583941606,-0.26263241525423725,-0.23722588696737384,-0.1669915254237288,-0.05333333333333333,NF,dataset2,2,-0.3694834569721881,-0.020474068783467598,-0.19665087795950026,-0.05953527723388388
2656,-0.2608832116788321,-0.24533368644067796,-0.23350864681761455,-0.16371292372881358,-0.05333333333333333,NF,dataset2,2,-0.004836737715035054,-0.020474068783467598,-0.2108523957781977,-0.0021779361535420334
2657,-0.2427007299270073,-0.2505296610169492,-0.2380103405241576,-0.14115466101694915,-0.05333333333333333,NF,dataset2,2,-0.3549085589924617,-0.020474068783467598,-0.3043369621260803,2.732386478711967
2659,-0.24013138686131383,-0.2573516949152542,-0.23722588696737384,-0.1638718220338983,-0.05333333333333333,NF,dataset2,2,-0.4392141394396835,-0.020474068783467598,-0.24725644446856004,0.19727501650668447
2660,-0.25502554744525546,-0.25681144067796613,-0.23831342485291496,-0.15569915254237288,-0.05333333333333333,NF,dataset2,2,-0.32292165721984617,-0.020474068783467598,-0.29149078237707826,1.36077772636724
2661,-0.24554744525547445,-0.25672669491525424,-0.23432875735425207,-0.16440148305084745,-0.05333333333333333,NF,dataset2,2,-0.40336076282730277,-0.020474068783467598,-0.14379273922687894,-0.007506299476553879
2662,-0.12712773722627738,-0.21069915254237287,-0.23326796220360133,-0.16695974576271186,-0.05333333333333333,NF,dataset2,2,-0.4554823983713841,-0.020474068783467598,-0.2972144573236756,-0.13323785271970065
2664,-0.21887226277372265,-0.21239406779661016,-0.23036191834551611,-0.16676377118644067,-0.05333333333333333,NF,dataset2,2,-0.2124031045975715,-0.020474068783467598,-0.2617346886877811,-0.14660789129135796
2665,-0.21854014598540145,-0.22441737288135594,-0.23257265109645212,-0.16530720338983051,-0.05333333333333333,NF,dataset2,2,-0.2920859243258974,-0.020474068783467598,-0.26560065715211056,-0.0809525054101622
2666,-0.2571167883211679,-0.22981991525423728,-0.231859511499376,-0.1665783898305085,-0.05333333333333333,NF,dataset2,2,0.1583343943789163,-0.020474068783467598,-0.24113683926823348,-0.13157833574785582
2667,-0.23242335766423355,-0.17245233050847458,-0.17924763772508467,-0.16420550847457627,-0.05333333333333333,NF,dataset2,2,0.23426825617109304,-0.020474068783467598,0.053595072493732306,-0.17911557289136287
2668,-0.2656934306569343,-0.2547669491525424,-0.23711891602781243,-0.16816737288135591,-0.05333333333333333,NF,dataset2,2,-0.05718771486869896,-0.020474068783467598,-0.25943826226132344,-0.15763768146415194
2670,0.02186131386861312,-0.24009533898305085,-0.2365840613300053,-0.1621292372881356,-0.05,NF,dataset2,2,-0.5792175026280639,0.08324564104829656,-0.2972526883921603,0.2560985450721959
