power,selfprotection,average_earth_discharge_density_ddt_rayskm2ao,burning_rate__failuresyear,criticality_according_to_previous_study_for_ceramics_level,removable_connectors,number_of_users,km_of_network_lt,power_per_user,lightning_risk_score,network_density,historical_risk_index,type_of_clients_COMMERCIAL,type_of_clients_INDUSTRIAL,type_of_clients_OFFICIAL,type_of_clients_STRATUM 1,type_of_clients_STRATUM 2,type_of_clients_STRATUM 3,type_of_clients_STRATUM 4,type_of_clients_STRATUM 5,type_of_clients_STRATUM 6,type_of_installation_CABINA,type_of_installation_EN H,type_of_installation_MACRO WITHOUT ANTI-FRAUD NET,type_of_installation_OTROS,type_of_installation_PAD MOUNTED,type_of_installation_POLE,type_of_installation_POLE WITH ANTI-FRAUD NET,type_of_installation_TORRE METALICA,target
1.3386028089899107,0,0.5299771705653277,-0.4697767424334218,0,1,0.30802868604006334,-0.5732474783068788,-0.03263757393288422,0.6377452522846383,-0.49945776242888523,-0.23060671593389653,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0.49719810569169287,0,0.5299771705653277,-0.4697767424334218,0,1,-0.2267103653485079,-0.5732410586275483,0.0041419069721496775,0.6377452522846383,-0.4994555940647456,-0.23060671593389653,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1.3386028089899107,0,0.5299771705653277,-0.4697767424334218,0,1,1.912245840205777,-0.5732428034222804,-0.16350409901358617,0.6377452522846383,-0.4994569438262972,-0.23060671593389653,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
-0.3442065976065249,0,0.5299771705653277,-0.4697767424334218,0,1,-0.7299941784201043,-0.573250202566236,0.5190546396426241,0.6377452522846383,-0.49945823946435286,-0.23060671593389653,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0.6374322229080625,0,0.5299771705653277,-0.4697767424334218,0,1,3.7366496625903136,-0.5732385359786303,-0.2175566307054157,0.6377452522846383,-0.499455195150096,-0.23060671593389653,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1.3386028089899107,0,0.5299771705653277,-0.4697767424334218,0,1,0.1822077327721642,-0.573247356877769,-0.004163137103180593,0.6377452522846383,-0.4994577411658612,-0.23060671593389653,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0.49719810569169287,0,0.5299771705653277,-0.4697767424334218,0,1,0.6540363075267859,-0.5732473929525607,-0.15257066384060342,0.6377452522846383,-0.49945742662525067,-0.23060671593389653,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1.3386028089899107,0,0.5299771705653277,-0.4697767424334218,0,1,1.1258648822814075,-0.5732463565850568,-0.126696574280184,0.6377452522846383,-0.4994575660081251,-0.23060671593389653,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1.3386028089899107,0,0.5299771705653277,-0.4697767424334218,0,1,0.8427677374286345,-0.5732474113302847,-0.10478194032352761,0.6377452522846383,-0.4994577507008496,-0.23060671593389653,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1.3386028089899107,0,0.5299771705653277,-0.4697767424334218,0,1,0.3709391626740129,-0.5732473688573224,-0.0445660542264087,0.6377452522846383,-0.49945774326355863,-0.23060671593389653,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1.3386028089899107,0,0.5299771705653277,-0.4697767424334218,0,1,-0.2267103653485079,-0.5732376607905727,0.17577948452897452,0.6377452522846383,-0.49945604331815907,-0.23060671593389653,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
